,Mkt-RF,SMB,HML,RMW,CMA,Rf
20180620,0.23,0.66,-0.51,-0.15,0.1,2.87
20180621,-0.73,-0.55,0.34,0.45,0,2.83
20180622,0.11,-0.08,0.46,-0.52,0.92,2.84
20180625,-1.48,-0.45,0.57,0.62,-0.03,2.82
20180626,0.27,0.51,-0.24,-0.48,0.13,2.86
20180627,-1.02,-1.01,0.36,-0.06,0.47,2.87
20180628,0.58,-0.21,-0.51,-0.17,-0.52,2.85
20180629,0.07,-0.24,-0.24,-0.23,-0.01,2.85
20180702,0.36,0.45,-0.26,-0.08,-0.55,2.83
20180703,-0.44,0.76,-0.02,-0.29,0.45,2.85
20180705,0.87,0.39,-0.43,0.33,-0.18,2.86
20180706,0.88,-0.02,-0.3,-0.26,-0.14,2.88
20180709,0.93,-0.29,0.86,0.03,-0.22,2.84
20180710,0.21,-0.82,-0.17,0.11,0.27,2.89
20180711,-0.69,-0.06,-0.47,-0.12,-0.3,2.96
20180712,0.86,-0.44,-1.14,-0.04,-0.47,2.95
20180713,0.08,-0.18,-0.29,0.33,0.19,2.94
20180716,-0.16,-0.61,0.98,-0.2,-0.14,2.98
20180717,0.48,0.17,-0.76,0.11,-0.24,2.96
20180718,0.27,-0.14,0.67,-0.15,-0.17,2.98
20180719,-0.34,0.91,-0.36,0.16,0.04,2.96
20180720,-0.1,-0.17,0.13,0.11,-0.22,3.00
20180723,0.15,-0.2,0.55,-0.22,-0.18,2.98
20180724,0.22,-1.32,0.4,0.49,0.1,2.95
20180725,0.83,-0.59,-1.06,0.08,-0.37,2.94
20180726,-0.2,0.76,0.57,-0.04,0.59,2.98
20180727,-0.82,-1.21,1.06,0.52,0.48,2.96
20180730,-0.7,0.01,1.57,0.32,1.01,2.93
20180731,0.51,0.73,-1.11,0.28,0.25,2.87
20180801,-0.13,-0.02,-0.19,-0.19,-0.8,2.88
20180802,0.67,0.17,-0.68,0.01,-0.59,2.89
20180803,0.31,-0.93,0.51,0.64,0.35,2.86
20180806,0.46,0.22,-0.33,-0.31,-0.21,2.87
20180807,0.29,-0.02,-0.17,-0.31,-0.15,2.87
20180808,-0.04,-0.11,0.26,-0.02,-0.08,2.82
20180809,-0.05,0.34,-0.35,0.02,-0.25,2.85
20180810,-0.6,0.31,-0.21,-0.26,0.21,2.82
20180813,-0.46,-0.21,-0.29,0.3,0.02,2.82
20180814,0.69,0.32,0.21,0.35,0.18,2.82
20180815,-0.91,-0.52,-0.13,0.63,-0.1,2.85
20180816,0.86,-0.04,0.25,-0.08,0.4,2.88
20180817,0.3,0.13,0.02,0.22,0.2,2.89
20180820,0.25,0.15,0.14,0.11,0.13,2.86
20180821,0.33,0.92,0.12,-0.23,-0.23,2.86
20180822,0.05,0.29,-0.35,-0.5,-0.28,2.90
20180823,-0.19,-0.1,-0.33,-0.01,-0.19,2.90
20180824,0.62,-0.08,-0.57,-0.3,-0.19,2.88
20180827,0.74,-0.62,-0.16,-0.21,-0.36,2.94
20180828,-0.01,-0.12,-0.28,0.11,-0.06,2.94
20180829,0.56,-0.14,-0.58,-0.15,-0.28,2.98
20180830,-0.41,0.23,-0.42,-0.22,-0.13,2.97
20180831,0.08,0.45,-0.39,0.15,-0.14,2.97
20180904,-0.11,-0.33,0.01,-0.05,-0.15,2.99
20180905,-0.41,-0.04,0.66,0.46,0.59,2.99
20180906,-0.44,-0.37,-0.24,0.42,0.33,3.05
20180907,-0.18,0.08,-0.22,0.03,0.04,3.08
20180910,0.23,0.08,-0.37,0.07,-0.25,3.07
20180911,0.37,-0.34,-0.24,-0.13,-0.4,3.07
20180912,0.03,-0.12,-0.22,0.04,0.54,3.08
20180913,0.45,-0.49,-0.41,0.04,-0.04,3.10
20180914,0.12,0.31,0.25,-0.11,-0.06,3.06
20180917,-0.71,-0.35,0.84,0.32,0.75,3.06
20180918,0.57,0.03,-0.49,-0.24,-0.22,3.05
20180919,0.06,-0.5,1.28,-0.45,-0.01,3.09
20180920,0.77,0.29,-0.23,0.06,-0.09,3.05
20180921,-0.13,-0.42,0.3,0.22,0.65,3.15
20180924,-0.31,-0.05,-0.9,-0.48,-0.29,3.19
20180925,-0.05,0.19,-0.38,-0.35,-0.07,3.23
20180926,-0.4,-0.48,-0.64,0.48,0.11,3.21
20180927,0.27,-0.34,-0.55,0.11,-0.33,3.22
20180928,-0.03,0.34,-0.2,0.11,0.18,3.14
20181001,0.16,-1.62,0.34,-0.11,0.04,3.15
20181002,-0.21,-0.94,0.6,0.13,0.36,3.16
20181003,0.2,0.89,0.5,-0.37,-0.21,3.16
20181004,-0.93,-0.79,1.58,0.13,0.77,3.19
20181005,-0.64,-0.41,0.39,-0.38,0.42,3.17
20181008,-0.17,-0.23,1.22,0.52,0.64,3.20
20181009,-0.18,-0.41,0.29,-0.5,0.21,3.20
20181010,-3.33,0.41,1.12,0.22,0.79,3.17
20181011,-1.96,0.37,-0.93,0.43,-0.55,3.10
20181012,1.38,-1.11,-1.75,0.07,-0.43,3.14
20181015,-0.48,1,0.52,0.37,0.49,3.08
20181016,2.24,0.57,-1.43,-0.24,-0.69,3.08
20181017,-0.08,-0.61,0.25,-0.25,0.17,3.12
20181018,-1.54,-0.53,0.42,-0.34,0.38,3.15
20181019,-0.25,-1.27,0.71,0.45,0.56,3.14
20181022,-0.38,0.36,-1.25,1.1,-0.17,3.22
20181023,-0.62,-0.18,-0.42,0.1,-0.09,3.20
20181024,-3.33,-0.83,0.77,0.31,1.25,3.22
20181025,1.93,0.31,-0.59,-0.19,-1.09,3.22
20181026,-1.65,0.59,0.36,-0.35,0.5,3.24
20181029,-0.77,-0.1,1.6,-0.01,0.97,3.19
20181030,1.66,0.45,0.08,0.37,0.32,3.14
20181031,1.22,-0.7,-0.74,-0.41,-0.95,3.12
20181101,1.29,1.22,-1.14,-0.25,-0.49,3.11
20181102,-0.53,0.84,0.66,-0.46,0.22,3.08
20181105,0.4,-0.89,1.56,-0.49,0.76,3.06
20181106,0.58,-0.15,0.03,0.3,0.2,3.06
20181107,2.11,-0.51,-1.05,-0.39,-0.81,3.06
20181108,-0.28,-0.17,0.24,0.38,0.33,3.05
20181109,-1.04,-0.84,0.42,0.63,0.67,3.07
20181112,-2.06,0.1,0.84,0.54,0.88,3.06
20181113,-0.13,-0.05,0.16,0.21,-0.3,3.06
20181114,-0.77,0.03,-0.29,0.59,0.1,3.03
20181115,1.18,0.31,-0.4,-0.84,-0.71,3.01
20181116,0.15,-0.02,-0.05,-0.78,0.18,2.98
20181119,-1.88,-0.39,2.31,0.21,1.23,2.91
20181120,-1.85,0.02,-0.54,-0.36,-0.31,2.87
20181121,0.51,0.95,-0.34,-0.35,0,2.85
20181123,-0.55,0.76,-0.61,0.29,-0.06,2.85
20181126,1.62,-0.69,-0.2,-0.41,-0.73,2.89
20181127,0.11,-1.06,0.26,0.6,0.13,2.91
20181128,2.42,0.31,-1.17,0.07,-0.93,2.91
20181129,-0.22,-0.21,-0.09,-0.49,0.04,2.89
20181130,0.78,-0.38,-0.43,0.24,-0.27,2.86
20181203,1.13,-0.1,-0.8,-0.24,-0.55,2.82
20181204,-3.45,-1.03,-0.2,-0.13,0.96,2.77
20181206,-0.16,-0.05,-1.05,0.14,-0.32,2.79
20181207,-2.36,0.27,1.34,-0.48,0.64,2.79
20181210,0.1,-0.36,-1.62,0.28,-0.31,2.74
20181211,-0.08,-0.15,-0.41,0.16,-0.07,2.81
20181212,0.68,0.5,-0.18,-0.23,-0.08,2.77
20181213,-0.26,-1.55,-0.19,0.2,0.04,2.72
20181214,-1.89,0.09,0.49,-0.2,0.62,2.69
20181217,-2.14,-0.12,1.08,0.27,0.18,2.66
20181218,-0.03,-0.04,-0.62,0.91,-0.47,2.56
20181219,-1.58,-0.6,0.03,-0.38,0.42,2.67
20181220,-1.62,-0.12,0.97,0.6,-0.08,2.70
20181221,-2.17,-0.53,0.77,0.12,0.64,2.73
20181224,-2.55,0.92,-0.49,-0.33,-0.34,2.74
20181226,5.06,-0.19,-1.01,-0.21,-1.08,2.74
20181227,0.78,-0.71,-0.13,-0.14,0.1,2.71
20181228,-0.03,0.75,0.26,-0.37,-0.06,2.71
20181231,0.9,-0.13,-0.46,-0.09,-0.13,2.72
20190102,0.23,0.74,1.12,-0.12,0.27,2.73
20190103,-2.45,0.48,1.2,-0.22,0.9,2.75
20190104,3.55,0.36,-0.7,-0.11,-0.59,2.79
20190107,0.94,0.87,-0.75,-0.72,-0.45,2.74
20190108,1.01,0.44,-0.63,0.31,-0.09,2.76
20190109,0.56,0.5,0.1,0.08,-0.2,2.72
20190110,0.42,0,-0.46,-0.06,-0.04,2.76
20190111,-0.01,0.2,0.21,0.24,0.25,2.75
20190114,-0.6,-0.46,0.94,0.25,0,2.72
20190115,1.06,-0.14,-0.89,-0.3,-0.57,2.70
20190116,0.28,0.26,0.93,-0.1,-0.23,2.63
20190117,0.75,0.09,-0.24,0.06,0,2.70
20190118,1.29,-0.29,0.12,0.19,-0.27,2.73
20190122,-1.53,-0.35,0.32,0.26,0.34,2.71
20190123,0.15,-0.41,-0.14,0.35,0.28,2.70
20190124,0.23,0.48,0,-0.15,-0.2,2.65
20190125,0.9,0.42,-0.35,-0.35,-0.57,2.63
20190128,-0.8,-0.08,0.63,0.29,0.16,2.65
20190129,-0.19,0.03,0.17,0.04,0.46,2.68
20190130,1.51,-0.35,-0.94,-0.24,-0.88,2.71
20190131,0.92,-0.06,-1.08,-0.37,-0.01,2.66
20190201,0.14,-0.16,0.43,-0.74,0.3,2.66
20190204,0.72,0.41,-0.46,0.19,-0.21,2.65
20190205,0.43,-0.12,-0.6,0.61,-0.33,2.65
20190206,-0.22,-0.03,0.07,-0.11,0.08,2.69
20190207,-0.93,-0.14,0.39,0.55,0.28,2.65
20190208,0.09,-0.08,-0.69,-0.34,-0.12,2.67
20190211,0.14,0.67,0.23,-0.09,-0.02,2.64
20190212,1.36,0.04,-0.17,-0.12,-0.28,2.69
20190213,0.28,0.06,0.07,0.12,0.22,2.73
20190214,-0.21,0.52,-0.58,0.41,-0.18,2.76
20190215,1.13,0.38,0.48,-0.21,0.01,2.72
20190219,0.19,0.31,0.29,0.03,0.22,2.72
20190220,0.19,0.28,0.54,0.02,-0.29,2.69
20190221,-0.37,-0.04,-0.23,0.58,0.12,2.64
20190222,0.65,0.39,-1.48,0.29,-0.61,2.62
20190225,0.15,-0.28,-0.18,-0.86,-0.51,2.64
20190226,-0.16,-0.68,-0.33,0.09,-0.15,2.61
20190227,0.09,0.15,-0.12,-0.68,-0.07,2.61
20190228,-0.31,-0.01,-0.24,0.27,0.16,2.63
20190301,0.72,0.25,-0.4,-0.36,-0.18,2.59
20190304,-0.52,-0.39,0.38,0.15,-0.08,2.60
20190305,-0.17,-0.32,-0.23,0.29,0,2.61
20190306,-0.84,-1.23,0.04,0.56,0.13,2.54
20190307,-0.82,-0.05,-0.33,-0.38,0.13,2.54
20190308,-0.22,0.06,-0.17,-0.11,-0.28,2.44
20190311,1.49,0.27,-0.52,-0.28,-0.47,2.43
20190312,0.25,-0.31,-0.08,-0.43,0.02,2.41
20190313,0.68,-0.32,0.07,-0.17,0.19,2.39
20190314,-0.1,-0.38,0.31,-0.15,-0.1,2.39
20190315,0.48,-0.24,-0.25,-0.03,-0.19,2.41
20190318,0.46,0.23,0.45,-0.08,-0.07,2.49
20190319,-0.09,-0.47,-0.91,0.01,-0.05,2.48
20190320,-0.39,-0.23,-1.04,-0.17,-0.23,2.52
20190321,1.11,0.17,-1.22,0.31,-0.34,2.51
20190322,-2.17,-1.57,-0.07,0.56,0.6,2.50
20190325,-0.05,0.6,-0.26,0.2,0.04,2.52
20190326,0.76,0.23,0.47,0.05,0.19,2.51
20190327,-0.5,0.16,0.49,0.76,0.09,2.48
20190328,0.4,0.35,0.02,-0.13,-0.08,2.51
20190329,0.66,-0.28,-0.92,0.21,-0.17,2.56
20190401,1.19,-0.19,0.99,-0.07,-0.32,2.55
20190402,-0.05,-0.18,-0.45,-0.39,-0.5,2.60
20190403,0.27,0.23,-0.4,0.13,-0.4,2.59
20190404,0.19,0.35,0.93,0.64,0.22,2.57
20190405,0.52,0.49,-0.07,-0.28,0.1,2.59
20190408,0.08,-0.31,0.1,0.27,-0.03,2.57
20190409,-0.65,-0.6,-0.14,0.12,-0.03,2.53
20190410,0.48,0.95,-0.1,0.09,-0.11,2.54
20190411,0,-0.27,0.41,0.04,0.11,2.51
20190412,0.65,-0.36,0.65,0.53,-0.25,2.54
20190415,-0.09,-0.26,-0.54,0.36,0.08,2.51
20190416,0.13,0.24,0.7,-0.09,-0.13,2.52
20190417,-0.32,-0.53,0.84,1.13,-0.27,2.55
20190418,0.11,-0.28,-0.51,0.15,-0.21,2.54
20190422,0.11,-0.48,-0.55,-0.52,-0.16,2.51
20190423,0.97,0.66,-0.49,-0.11,-0.44,2.45
20190424,-0.23,0.31,-0.08,0.61,0.03,2.49
20190425,-0.14,-0.79,-0.19,-0.64,-0.23,2.45
20190426,0.53,0.48,0.06,-0.08,-0.19,2.47
20190429,0.18,0.16,0.64,-0.38,-0.15,2.40
20190430,-0.04,-0.68,0.28,0.1,0.7,2.42
20190501,-0.83,-0.07,-0.03,0.34,-0.06,2.37
20190502,-0.16,0.46,-0.28,0,0.05,2.40
20190503,1.13,0.93,-0.27,-0.01,-0.34,2.39
20190506,-0.39,0.58,-0.41,0.02,0.06,2.41
20190507,-1.69,-0.27,0.51,0.03,0.32,2.43
20190508,-0.22,-0.21,-0.32,-0.01,0.18,2.39
20190509,-0.28,0.06,0.12,-0.35,0.01,2.31
20190510,0.35,-0.33,0.08,-0.1,0.26,2.32
20190513,-2.67,-0.68,0.29,0.23,0.83,2.26
20190514,0.93,0.34,-0.02,-0.55,0,2.25
20190515,0.58,-0.1,-0.96,0.13,-0.29,2.22
20190516,0.91,-0.45,-0.32,-0.14,-0.23,2.14
20190517,-0.73,-0.76,0.29,0.06,0.32,2.07
20190520,-0.65,-0.11,0.72,0.06,0.42,2.12
20190521,0.9,0.44,-0.34,-0.13,-0.18,2.12
20190522,-0.4,-0.65,-0.6,-0.15,0.2,2.12
20190523,-1.37,-0.72,-0.28,0.31,0.28,2.09
20190524,0.23,0.51,0.3,-0.49,-0.03,2.15
20190528,-0.78,0.21,-0.63,0.01,-0.26,2.15
20190529,-0.71,-0.24,0.42,-0.19,0.01,2.13
20190530,0.14,-0.38,-0.77,0.27,-0.04,2.10
20190531,-1.37,-0.23,-0.09,0.03,0.4,2.09
20190603,-0.4,0.58,1.66,0.27,1.39,2.09
20190604,2.33,0.49,-0.02,0.29,-0.47,2.06
20190605,0.7,-1.06,-0.98,0.06,-0.2,2.03
20190606,0.55,-1.08,0.02,0.06,-0.07,2.01
20190607,1.04,-0.14,-1.21,0.35,-0.65,2.07
20190610,0.53,0.01,0.09,0.39,-0.36,2.02
20190611,-0.12,-0.21,0.55,0.47,0.18,2.00
20190612,-0.2,0.29,-0.99,0.06,0.1,2.05
20190613,0.52,0.68,-0.04,-0.13,-0.06,2.01
20190614,-0.27,-0.74,0.31,0.25,0.14,2.00
20190617,0.15,0.49,-1.12,-0.67,-0.43,2.03
20190618,1.04,0.19,0.33,-0.25,-0.19,1.98
20190619,0.32,0.02,-0.6,-0.21,0.16,1.96
20190620,0.89,-0.4,-0.22,-0.11,-0.11,2.04
20190621,-0.21,-0.46,-0.03,-0.11,0.02,2.05
20190624,-0.34,-0.9,0.08,0.64,-0.02,2.07
20190625,-0.98,0.41,0.71,-0.11,0.56,2.07
20190626,-0.06,0.02,0.25,0.37,-0.39,2.13
20190627,0.59,1.43,-0.09,-0.34,-0.22,2.12
20190628,0.68,0.77,0.61,-0.47,0.11,2.09
20190701,0.75,-0.59,-0.13,-0.14,0.05,2.13
20190702,0.14,-0.97,-0.81,-0.02,-0.01,2.06
20190703,0.78,-0.13,-0.33,-0.35,-0.05,2.04
20190705,-0.1,0.34,0.91,0.13,-0.05,2.05
20190708,-0.58,-0.43,0.04,0.05,-0.26,2.05
20190709,0.18,-0.24,-0.43,-0.64,-0.19,2.08
20190710,0.4,-0.25,-0.36,0.12,-0.02,2.05
20190711,0.19,-0.77,0.05,-0.24,-0.56,2.08
20190712,0.53,0.32,0.41,0.59,-0.09,2.08
20190715,-0.04,-0.47,-1.07,0.13,0.24,2.06
20190716,-0.32,0.41,0.1,0.45,-0.02,2.06
20190717,-0.64,-0.26,-0.65,-0.49,-0.24,2.02
20190718,0.35,-0.27,0.01,-0.36,0.35,1.90
20190719,-0.56,0.3,0.87,0.36,0.09,1.86
20190722,0.25,-0.55,-0.48,-0.19,-0.01,1.75
20190723,0.65,-0.07,0.8,0.67,0.34,1.73
20190724,0.66,0.93,0.86,-0.08,-0.09,1.71
20190725,-0.63,-0.68,-0.12,0.16,0.05,1.72
20190726,0.82,0.33,-0.19,-0.61,-0.25,1.74
20190729,-0.32,-0.35,-0.47,0.31,0.37,1.65
20190730,-0.17,1.42,0.89,-0.18,0.1,1.68
20190731,-1.09,0.26,0.61,0.2,0.53,1.59
20190801,-1.04,-0.76,-1.91,-0.54,-0.3,1.52
20190802,-0.87,-0.26,0.06,0.15,0.19,1.55
20190805,-3.07,0.05,0,-0.07,0.27,1.60
20190806,1.29,-0.54,-0.6,-0.26,-0.25,1.55
20190807,0.07,-0.11,-0.88,0.15,-0.16,1.59
20190808,1.97,-0.04,-0.22,0.27,-0.3,1.62
20190809,-0.78,-0.5,-0.22,-0.49,-0.02,1.52
20190812,-1.32,0.22,-0.28,0.15,0.23,1.54
20190813,1.47,-0.34,-0.54,0.35,-0.05,1.49
20190814,-2.95,0.02,-0.52,-0.38,0.01,1.47
20190815,0.16,-0.69,-0.53,-0.08,-0.46,1.50
20190816,1.55,0.64,0.61,0.14,-0.06,1.50
20190819,1.14,0.03,0.22,0.37,0,1.47
20190820,-0.75,0.18,-0.5,0.12,-0.18,1.47
20190821,0.85,-0.03,-0.3,-0.02,-0.01,1.57
20190822,-0.1,-0.34,0.49,0.23,0.26,1.55
20190823,-2.66,-0.61,-0.19,-0.63,-0.24,1.63
20190826,1.08,-0.03,-0.17,0.19,-0.15,1.72
20190827,-0.46,-1,-0.68,0.27,0.07,1.75
20190828,0.68,0.62,0.62,0.34,0.21,1.79
20190829,1.35,0.4,0.34,0.17,-0.18,1.90
20190830,0.03,-0.25,0.23,0.1,0.13,1.84
20190903,-0.87,-0.93,0.1,-0.2,0.45,1.81
20190904,1.08,-0.15,0.43,0.24,-0.07,1.80
20190905,1.42,0.55,0.71,0.43,-0.01,1.79
20190906,-0.02,-0.36,0.04,0.16,0.42,1.74
20190909,0.07,1.35,3.07,0.86,0.43,1.72
20190910,0.17,1.41,1.13,-0.03,0.59,1.64
20190911,0.88,1.37,-0.04,-0.23,0.34,1.73
20190912,0.22,-0.39,-0.13,-0.23,-0.17,1.70
20190913,-0.01,0.18,0.74,-0.03,-0.1,1.69
20190916,-0.23,0.88,0.53,-0.31,0.05,1.68
20190917,0.17,-0.79,-1.2,-0.19,-0.35,1.65
20190918,-0.05,-0.78,0.05,-0.12,0.04,1.60
20190919,-0.05,-0.49,-0.46,0.04,-0.2,1.54
20190920,-0.48,0.29,0.15,-0.59,0.08,1.52
20190923,-0.02,-0.11,0.51,0.26,0.27,1.56
20190924,-1.01,-0.75,0,0.18,0.45,1.54
20190925,0.69,0.42,0.53,0.42,0.01,1.59
20190926,-0.41,-0.98,0.11,0.36,0.29,1.67
20190927,-0.62,-0.17,0.89,0.24,0.56,1.76
20190930,0.5,-0.26,-0.48,0.62,-0.02,1.77
20191001,-1.31,-0.66,-0.59,0.1,-0.19,1.75
20191002,-1.73,0.77,-0.36,-0.48,-0.25,1.76
20191003,0.8,-0.38,-0.89,-0.19,-0.18,1.76
20191004,1.39,-0.5,-0.07,-0.01,0.03,1.80
20191007,-0.41,0.13,-0.02,-0.07,-0.26,1.78
20191008,-1.61,-0.15,-0.13,0.44,0.02,1.77
20191009,0.92,-0.57,-0.09,0.13,-0.17,1.77
20191010,0.59,-0.26,0.26,0.12,-0.09,1.80
20191011,1.23,0.6,0.2,0.48,0.3,1.85
20191014,-0.18,-0.35,-0.04,-0.17,-0.08,1.84
20191015,1.03,0.25,-0.25,-0.22,-0.69,1.78
20191016,-0.24,0.47,0.23,0.39,0.26,1.69
20191017,0.37,0.79,-0.29,0.11,-0.04,1.73
20191018,-0.49,-0.14,0.86,-0.08,0.38,1.79
20191021,0.71,0.3,0.36,0.02,0.02,1.86
20191022,-0.34,0.49,0.86,0.42,0.32,1.81
20191023,0.25,-0.1,0.26,-0.01,0.08,1.92
20191024,0.25,-0.5,-0.89,-0.05,-0.66,1.94
20191025,0.51,0.39,0.08,0.34,-0.04,1.92
20191028,0.62,0.28,-0.24,0.01,-0.04,1.88
20191029,-0.13,0.4,0.5,-0.06,0.1,1.82
20191030,0.27,-0.64,-1.16,-0.48,-0.02,1.84
20191031,-0.38,-0.34,-0.43,-0.28,0.19,1.81
20191101,1.08,0.65,0.84,-0.18,0.14,1.79
20191104,0.4,0.32,1.36,0.61,0.13,1.73
20191105,-0.03,0.39,0.45,0.01,-0.02,1.77
20191106,-0.05,-0.8,0.24,-0.18,0.31,1.77
20191107,0.38,-0.01,0.52,0.08,-0.21,1.76
20191108,0.31,0,-0.36,-0.13,0.05,1.74
20191111,-0.19,-0.07,-0.19,-0.07,-0.08,1.77
20191112,0.16,-0.18,-0.15,-0.16,-0.22,1.78
20191113,0.01,-0.41,-0.82,-0.28,-0.03,1.83
20191114,0.07,-0.15,-0.25,0.12,-0.35,1.72
20191115,0.74,-0.29,-0.33,-0.02,0.05,1.77
20191118,0.02,-0.36,-0.52,-0.03,-0.33,1.80
20191119,0.02,0.35,-0.95,-0.86,-0.22,1.84
20191120,-0.33,-0.14,-0.46,-0.55,-0.29,1.83
20191121,-0.14,-0.31,0.1,0.08,-0.1,1.85
20191122,0.24,0.16,0.22,0.17,0.05,1.79
20191125,0.92,1.27,-0.37,0.1,0.02,1.90
20191126,0.19,-0.09,-0.9,0.2,-0.25,1.82
20191127,0.44,0.22,-0.03,0.04,-0.02,1.89
20191129,-0.42,-0.11,-0.31,-0.47,0,1.89
20191202,-0.87,-0.13,0.48,0.1,0.19,1.92
20191203,-0.66,0.42,-0.83,-0.51,-0.55,1.92
20191204,0.6,0.21,0.25,0.16,0.09,1.92
20191205,0.13,-0.14,0.47,0.25,0.35,1.93
20191206,0.91,0.38,0.37,0.33,0.22,1.90
20191209,-0.33,0.31,0.11,-0.13,-0.22,1.90
20191210,-0.08,0.27,-0.08,-0.2,0.04,1.88
20191211,0.28,-0.09,0.14,0.32,0.16,1.90
20191212,0.9,0.12,1.15,0.12,0.2,1.92
20191213,-0.03,-0.45,-0.55,-0.27,-0.24,1.88
20191216,0.74,-0.03,-0.05,-0.39,0.2,1.80
20191217,0.1,0.48,0.67,0.11,-0.03,1.81
20191218,-0.05,0.3,0.09,0.28,0,1.83
20191219,0.43,-0.14,-0.42,-0.25,-0.03,1.87
20191220,0.48,-0.27,-0.31,0.01,-0.07,1.85
20191223,0.1,0.16,-0.35,-0.13,0.34,1.83
20191224,0.01,0.37,0,-0.28,0.04,1.85
20191226,0.48,-0.56,0,0.25,-0.18,1.82
20191227,-0.1,-0.55,-0.07,0.26,0.1,1.79
20191230,-0.57,0.28,0.55,0.11,0.38,1.81
20191231,0.28,0.01,0.12,-0.12,0.25,1.84
20200102,0.86,-0.97,-0.33,0.24,-0.22,1.78
20200103,-0.67,0.3,0,-0.13,-0.11,1.77
20200106,0.36,-0.21,-0.55,-0.17,-0.26,1.74
20200107,-0.19,-0.03,-0.25,-0.13,-0.24,1.70
20200108,0.47,-0.16,-0.66,-0.16,-0.18,1.61
20200109,0.65,-0.71,-0.48,-0.14,0.04,1.65
20200110,-0.34,-0.27,-0.33,0.04,-0.08,1.60
20200113,0.73,-0.1,-0.08,0.34,0.27,1.57
20200114,-0.06,0.47,-0.18,-0.34,-0.05,1.51
20200115,0.16,0.27,-0.81,-0.09,-0.17,1.54
20200116,0.88,0.52,-0.12,0.03,-0.1,1.61
20200117,0.28,-0.63,-0.13,0.23,0,1.66
20200121,-0.32,-0.67,-0.62,-0.11,-0.25,1.65
20200122,0.08,-0.24,0.01,-0.27,0.01,1.59
20200123,0.07,-0.07,-0.14,0.28,-0.07,1.56
20200124,-0.97,-0.5,-0.29,0.17,-0.03,1.59
20200127,-1.56,0.26,-0.41,-0.53,0.02,1.62
20200128,1.02,-0.13,-0.42,0.16,-0.05,1.61
20200129,-0.11,-0.43,-0.98,0.26,0.09,1.59
20200130,0.34,-0.65,0.69,-0.45,-0.24,1.55
20200131,-1.74,-0.5,-0.35,-0.45,-0.66,1.56
20200203,0.84,0.36,-0.67,-0.69,-0.42,1.52
20200204,1.57,-0.15,-0.66,0.34,-0.16,1.46
20200205,0.97,0.75,1.47,0.96,0.66,1.38
20200206,0.27,-0.58,-0.84,-0.02,-0.4,1.33
20200207,-0.55,-0.83,-0.04,-0.21,-0.58,1.33
20200210,0.73,-0.17,-0.89,-0.11,-0.51,1.30
20200211,0.28,0.34,1.05,0.24,0.33,1.13
20200212,0.66,0.15,-0.34,0.19,0.07,1.10
20200213,-0.09,0.15,0.01,-0.13,-0.39,1.02
20200214,0.15,-0.57,-0.66,-0.24,-0.3,1.02
20200218,-0.19,0,-0.65,-0.41,-0.68,0.92
20200219,0.6,0.19,0.04,0.18,-0.24,0.74
20200220,-0.35,0.63,0.68,0.16,-0.04,0.54
20200221,-1.12,-0.05,-0.01,-0.18,0.37,0.76
20200224,-3.39,0.15,0.01,-0.34,0.22,0.82
20200225,-3.09,-0.36,-0.68,-0.64,-0.04,0.88
20200226,-0.53,-0.75,-1.2,-0.48,-0.18,0.94
20200227,-4.22,0.72,0.05,-0.41,-0.01,0.73
20200228,-0.78,0.1,-0.8,0.26,-0.51,1.02
20200302,4.31,-1.91,-0.43,-0.53,0.43,1.18
20200303,-2.79,0.68,-0.63,-0.44,0.33,1.12
20200304,4.03,-1.22,-1.17,0.07,0.28,0.92
20200305,-3.38,-0.15,-1.4,-0.9,0.06,0.76
20200306,-1.78,-0.21,-1.49,0.69,0.35,0.84
20200309,-7.79,-1.33,-4.76,0.07,0.46,0.88
20200310,4.74,-2.38,0.8,0.53,0.06,0.83
20200311,-5.05,-1.04,-0.8,0.02,0.09,0.72
20200312,-9.63,-1.06,-1.17,-0.33,-0.16,0.70
20200313,8.96,-2.03,3.03,1.2,0.35,0.70
20200316,-12,-0.82,-0.73,0.47,1.38,0.62
20200317,5.87,0.45,-0.6,-0.59,-0.21,0.63
20200318,-5.56,-4.55,-4.69,0.09,0.06,0.62
20200319,1.31,5.72,0.82,-1.31,-1.69,0.67
20200320,-4.15,0.23,-0.89,-0.95,-1.13,0.75
20200323,-2.55,1.73,-3.29,0.33,-1.07,0.77
20200324,9.34,-0.29,2.37,0.47,0.17,0.73
20200325,1.18,-0.21,1.91,-0.07,0.25,0.76
20200326,6.02,-0.51,1.09,-0.62,-0.01,0.76
20200327,-3.48,-1.1,-0.78,-1.11,0.77,0.63
20200330,3.16,-0.76,-2.09,-0.28,-0.13,0.61
20200331,-1.44,1.53,-0.37,0.4,-0.05,0.65
20200401,-4.5,-1.99,-1.39,0.21,0.22,0.63
20200402,2.1,-0.97,-0.28,-0.24,0.81,0.58
20200403,-1.64,-1.38,-1.18,-0.23,0.37,0.63
20200406,7.06,1.17,0.31,1.29,-0.8,0.61
20200407,-0.11,0.11,2.08,0.9,-0.34,0.60
20200408,3.4,0.84,1.29,0.46,-0.09,0.67
20200409,1.59,2.43,3.16,-0.88,-0.06,0.62
20200413,-0.92,-1.45,-2.41,-0.49,0.03,0.63
20200414,3.02,-0.72,-3.16,0.26,-0.33,0.64
